time,num_particles,cell_id,temperature,atm_pressure,humidity,wind_direction,wind_speed,lat,lon
December,22467.4349480613,355,0.8047756179505641,767.7248,89.592445,10.295210668860776,1.1962185882272276,47.360580999999996,8.559961999999999
February,14646.188661658318,355,4.364927657206455,756.5865,78.469284,11.516082359488035,1.6530050083472454,47.360580999999996,8.559961999999999
January,17066.893083929892,355,3.166658739030133,758.4857,86.237755,11.02416343615478,1.2684495921231005,47.360580999999996,8.559961999999999
November,15748.104763111223,355,3.4210476311122373,760.0949,86.30308000000002,10.385862680516848,1.6654737775525716,47.360580999999996,8.559961999999999
October,17595.305995203842,355,11.952038369304555,763.7037,74.54796,12.432134292565944,2.1489208633093524,47.360580999999996,8.559961999999999
December,13074.227016885554,46,-0.14446529080675422,773.0552,100.0,9.28142589118199,1.2870544090056286,47.430673,8.55359
February,17694.70642201835,46,3.379204892966361,754.5216,84.04587,9.56472986748216,1.3965341488277268,47.430673,8.55359
January,17907.595634095633,46,3.702702702702703,751.7582,86.18503,8.696465696465696,1.1133056133056134,47.430673,8.55359
November,32426.754237288136,46,5.3474576271186445,757.17285,93.245766,8.966101694915254,0.6101694915254238,47.430673,8.55359
December,21527.766139161016,358,0.13966340115548856,766.6491,93.33785,9.487314745038937,0.9844260236121576,47.360580999999996,8.579077999999999
February,21509.857961451642,358,4.714186490710193,756.59766,75.84633000000002,11.813856572321589,2.0328181976037505,47.360580999999996,8.579077999999999
January,22781.98514924276,358,3.3514189089839728,758.8986,85.636375,10.708131157182768,1.2859873548007643,47.360580999999996,8.579077999999999
November,39770.140321217244,358,2.9949281487743025,760.13477,89.60016999999998,10.310228233305157,1.2899408284023668,47.360580999999996,8.579077999999999
October,18043.60975609756,358,10.414634146341463,764.6541,82.960976,13.092682926829266,1.326829268292683,47.360580999999996,8.579077999999999
December,20198.47133844564,179,1.3912003045630064,767.3067599999998,88.802605,10.6472235818785,1.2279327785935716,47.398813,8.508986
February,14029.365895605813,179,4.3578123656376295,757.2193599999998,78.2073,11.439476022587213,1.8009573766732594,47.398813,8.508986
January,16476.975584029326,179,4.108696028081825,759.6263,83.14803,12.000190209403259,1.3875084297349172,47.398813,8.508986
November,15340.253092843102,179,4.844490692565613,762.8240400000002,84.42953,10.046363741473003,2.1041160827841368,47.398813,8.508986
October,21636.83905013193,179,8.189973614775727,767.86176,82.32454,11.191104410101774,1.0086694308330193,47.398813,8.508986
December,26438.53324982009,350,1.8928276339987744,765.70325,86.8904,11.072416642234602,1.3405741091180468,47.360580999999996,8.528101999999999
February,19253.00842864182,350,4.4721854819886415,757.8139,78.06491,11.596514432428224,1.8785497549210304,47.360580999999996,8.528101999999999
January,23232.96208817989,350,4.815696916206711,760.6249,82.57311999999997,11.859365326096981,1.350098138658728,47.360580999999996,8.528101999999999
November,17205.18855630218,350,4.23564447159438,762.5518,84.09676999999998,10.355935654652821,1.836845856241092,47.360580999999996,8.528101999999999
October,18984.48492232714,350,12.339831454970048,764.0359,79.43558,11.717839374555792,2.13168849629404,47.360580999999996,8.528101999999999
December,17710.535635920358,414,0.2798862251117432,766.18097,93.14872,9.748882568061765,1.0455912230800488,47.347837,8.579077999999999
February,13827.861828254849,414,4.4911911357340735,756.6146,76.62011,11.537562326869805,1.9376731301939056,47.347837,8.579077999999999
January,15817.754032617411,414,3.4516085910346668,758.9422,85.522766,10.505480794938062,1.2856251670974066,47.347837,8.579077999999999
November,15577.480782429651,414,3.2100205902539463,760.1955,88.96191,10.472203157172274,1.3133150308853807,47.347837,8.579077999999999
October,9463.499231950846,414,10.549923195084485,764.7636,82.45007,10.362519201228878,1.304147465437788,47.347837,8.579077999999999
December,24573.34980089596,75,0.2580886012941762,767.2139,94.06409,10.01841712294674,1.097809855649577,47.424301,8.559961999999999
February,18893.127279102384,75,4.451788218793829,756.3962,77.63359,12.174176016830295,1.9628330995792431,47.424301,8.559961999999999
January,22918.57144860468,75,3.4464310755854712,758.3639,85.27190999999998,11.336698920207546,1.2791333613798903,47.424301,8.559961999999999
November,27743.62751371115,75,3.4588665447897617,759.92365,89.385284,9.252285191956123,1.559414990859232,47.424301,8.559961999999999
October,16844.002695417792,75,10.199460916442048,764.5094,85.080864,13.584905660377359,1.1536388140161724,47.424301,8.559961999999999
December,27295.53716409377,191,-0.1648084619782733,770.47296,88.98956,10.003287592910237,1.3632075471698113,47.398813,8.58545
February,17066.98675750153,191,4.665033680342927,757.7771,79.81958,11.411971830985912,1.6458205756276791,47.398813,8.58545
January,20168.217900701045,191,3.4478056275809084,758.3379,86.39057,10.867953519638913,1.4647075770671276,47.398813,8.58545
November,13995.524191197901,191,5.258233751092976,763.77325,80.88793000000003,9.811279510346838,2.0735937044593413,47.398813,8.58545
October,17882.673722963646,191,10.375977910722504,765.26965,83.011505,10.621721122871604,1.086516336861482,47.398813,8.58545
December,24799.5556988394,105,0.4933042356909037,766.49744,93.35542,9.938696557881162,1.1356016268227358,47.417929,8.572706
February,14857.285541683448,105,4.650959860383943,756.6555,76.57343,12.326352530541012,1.9810041616324336,47.417929,8.572706
January,19620.163058077687,105,3.688228657389996,758.9178,84.370926,11.407457153602321,1.2918927631225487,47.417929,8.572706
November,26343.552591463416,105,2.9310213414634148,761.5295,88.55526,9.108993902439023,1.4717987804878048,47.417929,8.572706
October,14319.639303482589,105,10.313432835820896,764.6007,85.14428000000002,15.077114427860696,1.2761194029850746,47.417929,8.572706
December,14886.719749709931,157,1.186667771700094,763.1152,91.2312,9.640290900049727,1.2077600972429416,47.405184999999996,8.547217999999999
