time,num_particles,cell_id,temperature,atm_pressure,humidity,wind_direction,wind_speed
Wednesday,22219.5706306219,8574,10.1088112970307,762.1715,75.50834,11.3366621530129,1.69237837315021
Friday,19483.3879781421,6558,11.7213114754098,764.0503,80.08743,13.3606557377049,1.7103825136612
Monday,21738.2276422764,6558,22.3983739837398,764.73737,61.13821,14.8780487804878,2.01626016260163
Saturday,13638.0660377358,6558,11.0018867924528,763.726,74.48491,10.7075471698113,1.66792452830189
Sunday,7627.29545454546,6558,5.14545454545455,762.6673,67.531815,6.07272727272727,2.31818181818182
Thursday,23663.59437751,6558,12.0441767068273,763.8353,80.11646,12.2048192771084,1.73092369477912
Tuesday,26083.0875,6558,9.475,758.97003,80.76875,11.225,1.175
Wednesday,22019.0517241379,6558,12.5603448275862,756.1664,75.69396,10.8146551724138,1.22844827586207
Friday,18978.6902023919,8106,7.14788408463662,758.68243,82.08993,11.4753909843606,1.47884084636615
Monday,17318.7162683115,8106,5.47018761243896,762.73193,79.315216,10.1729632485222,1.53032639424313
Saturday,13565.9107395498,8106,8.53247588424437,761.5224,82.88849,11.0297106109325,1.45581993569132
Sunday,8774.98551360843,8106,10.4012291483758,760.6277,79.56255,11.9374451273047,1.65100965759438
Thursday,16937.4353668942,8106,8.40848976109215,760.0222,79.67662,11.3474829351536,1.28818259385666
Tuesday,21542.7097197181,8106,5.875594164891,763.134,84.56073,11.2029175544993,1.33748565808884
Wednesday,19608.3950806003,8106,9.91953863257365,761.48346,78.21804,11.3447748749305,1.7636186770428
Friday,16132.2939542484,8726,11.6004901960784,764.8288,80.041336,11.0990196078431,1.31960784313725
Monday,15169.091732149,8726,16.0596173556543,763.82544,73.68466,12.7048172189956,1.58763238811069
Saturday,12140.8336199049,8726,13.3765550723172,763.6453,76.83837,11.2360675634672,1.55557803175888
Sunday,11328.754548785,8726,15.6803028452803,764.76996,72.071556,12.4550006105752,2.0849920625229
Thursday,14614.1970631424,8726,15.1211453744493,762.11993,74.2094,10.7013215859031,1.69074889867841
Tuesday,17161.9822838436,8726,12.7051800500674,762.3014,76.85808,10.9058347775852,1.41151550163682
Wednesday,18116.5096910112,8726,11.5865168539326,763.1754,73.15028,11.4261235955056,1.6747191011236
Friday,16474.380952381,9882,4.04761904761905,756.8,87.2619,5.76190476190476,2.38095238095238
Monday,14975.0967741935,9882,20.0806451612903,763.32416,43.725807,15.1129032258065,2.06451612903226
Saturday,9635.81818181818,9882,9.22727272727273,764.9818,81.181816,11.6363636363636,0.590909090909091
Sunday,5103.57333333333,9882,6.04,763.09735,69.746666,7.44,2.18666666666667
Thursday,29594.3902439024,9882,3.21951219512195,762.8,70.902435,13.5365853658537,1.65853658536585
Tuesday,18817.2985074627,9882,1.77611940298507,771.0821,86.74627,10.1940298507463,0.597014925373134
Wednesday,15187.9285714286,9882,3.07142857142857,759.27856,87,7.14285714285714,1.92857142857143
Friday,27480.8049498328,9155,7.30929765886288,758.6741,81.69257,11.8303678929766,1.56013377926421
Monday,23879.9555506897,9155,5.53609225603971,762.4844,79.144005,10.2777169549668,1.54142033428217
Saturday,17551.9626572969,9155,7.58154927275699,760.86755,83.77243,11.6338453995751,1.50073541428338
Sunday,11802.8160237389,9155,10.1455242334322,760.6517,80.48504,12.0182987141444,1.58642433234421
Thursday,23777.4447938082,9155,8.19167976780747,759.8055,80.163506,11.3001572136897,1.24888136413109
Tuesday,29255.774352057,9155,6.04114076500626,763.18475,84.12419,11.6921668754215,1.38924751902881
Wednesday,29012.3811575354,9155,9.86465615347098,761.60626,78.34653,10.9370021134775,1.76865550317022
Friday,16036.1198679596,8163,12.0812873942645,764.7515,79.34619,11.3457808953992,1.35279554363524
Monday,15974.2403357632,8163,16.1555113761873,763.79474,72.98343,12.3244974596863,1.56726308813784
Saturday,12970.2252823962,8163,13.3628633075263,763.6733,76.75885,11.258789186445,1.55286203832974
Sunday,10773.832071576,8163,15.9857192016518,764.7292,72.36562,12.5669304886442,2.05075705437027
Thursday,13841.5998336107,8163,14.4804492512479,761.88184,74.62188,10.8069883527454,1.71630615640599
Tuesday,16999.2683564149,8163,12.7734517899138,762.7586,77.21322,10.3266266004703,1.31904886333943
Wednesday,15803.1831448376,8163,11.8274352426122,763.0971,72.99179,11.5029186428311,1.67055819044144
Friday,23958.0615193413,7571,11.6419139350629,760.9784,74.269226,11.8452695354979,2.01957433587075
Monday,27409.5010091601,7571,8.38549914609533,763.04297,78.56296,11.3072504269523,1.62055581431455
Saturday,16506.8375089477,7571,6.46098783106657,759.68195,79.768074,8.40801717967072,2.08446671438797
Sunday,13992.5184859155,7571,9.20202464788732,763.23553,75.76936,12.1628521126761,1.85387323943662
Thursday,25289.451277533,7571,10.4428193832599,761.5093,76.48564,12.3915418502203,1.80757709251101
Tuesday,24712.7152136752,7571,10.9164102564103,763.70953,76.31026,11.3005128205128,1.76512820512821
Wednesday,24736.3170407315,7571,12.2656691604323,763.5903,74.33932,11.8375727348296,2.12236076475478
Friday,13280.3965517241,11573,8.75862068965517,761.1299,79.75862,11.3965517241379,1.77011494252874
Monday,13891.6,11573,7.84864864864865,762.4492,80.37297,11.5189189189189,1.58918918918919
Saturday,9974.21604938272,11573,8.28395061728395,761.3247,81.703705,11.5740740740741,1.62962962962963
Sunday,12794.3918918919,11573,6.71621621621622,758.9595,78.01351,11.8108108108108,2.08108108108108
Thursday,17301.7885714286,11573,9.83428571428572,762.37085,77.08,12.5142857142857,1.70285714285714
Tuesday,16014.8869047619,11573,8.04166666666667,761.66547,79.07738,11.1785714285714,1.4047619047619
Wednesday,19519.5371428571,11573,9.45142857142857,764.0246,75.76572,10.92,1.38285714285714
Friday,21919.329041842,5088,8.56697202277791,760.90686,79.11141,11.5095320623917,1.9234959148304
Monday,21030.2394736842,5088,8.36578947368421,762.1307,78.44292,11.2404858299595,1.48056680161943
Saturday,15804.1400845982,5088,9.10823587957203,761.0389,79.144066,11.6621050012441,1.57153520776313
Sunday,9372.27475022707,5088,8.18982742960945,759.5824,76.219345,12.9745685740236,2.36603088101726
Thursday,19737.8670940171,5088,9.50876068376068,762.33307,77.08419,12.4598290598291,1.82264957264957
Tuesday,22945.300166627,5088,8.35182099500119,761.40564,79.57962,9.78981194953582,1.31706736491312
Wednesday,21860.8072632328,5088,9.59648706384999,764.6267,76.36506,10.9914550201756,1.38666033705198
Friday,14410.2175249808,10741,8.37202152190623,762.22455,80.167564,11.4189085318985,1.70099923136049
Monday,14186.3476531424,10741,8.75656324582339,762.1883,76.49881,11.6077963404932,1.69769291964996
Saturday,11024.6891679749,10741,8.425431711146,760.9915,82.37676,11.4081632653061,1.59340659340659
Sunday,10000.0358208955,10741,9.11791044776119,764.68225,80.137314,11.7776119402985,1.64626865671642
Thursday,15601.2712,10741,8.924,760.3305,77.6216,11.744,1.6744
Tuesday,15561.1435714286,10741,8.99142857142857,761.8221,79.04,11.5378571428571,1.51285714285714
Wednesday,15046.0202108963,10741,8.39015817223199,761.6365,77.63005,11.2372583479789,1.67223198594025
Friday,15167.236682243,5677,8.29836448598131,760.9127,79.29066,11.7408878504673,1.9588785046729
Monday,15283.0232824427,5677,8.31526717557252,762.2281,78.72939,11.2545801526718,1.475
Saturday,12175.834045584,5677,8.90811965811966,760.80493,79.476494,11.5175688509022,1.55745489078822
Sunday,6887.7497729337,5677,7.97774750227066,759.42377,76.00091,13.2960944595822,2.40009082652134
Thursday,14626.9745865268,5677,9.38442920532473,762.2554,77.264015,12.5175473981444,1.83561920129084
Tuesday,17198.7042612321,5677,8.33371931449745,761.37006,79.313805,10.1162575266327,1.31079203334877
Wednesday,17234.2010240427,5677,9.44835262689225,764.5656,76.581924,11.073463935886,1.39536954585931
Friday,20226.8859033487,8107,7.21937036294365,758.73157,82.163025,11.4553839983958,1.48305594545819
Monday,18469.2970792135,8107,5.51210364814183,762.7473,79.33697,10.1892260484146,1.52096829185135
Saturday,14454.0282709488,8107,8.56372271853443,761.55054,82.8289,11.0050887707792,1.45357910211467
Sunday,9022.01612903226,8107,10.6355963990998,760.80304,79.30627,11.9418604651163,1.64816204051013
Thursday,18064.9866592551,8107,8.38929034648879,760.08746,79.73226,11.3413007226237,1.28960533629794
Tuesday,22943.0470264795,8107,5.8649978295471,763.1403,84.521774,11.1707422948922,1.33005353783823
Wednesday,20767.8091668715,8107,9.88510690587368,761.4814,78.29614,11.3809289751782,1.77131973457852
Friday,17827.5194805195,6029,15.5194805194805,762.6195,71.50649,13.3766233766234,1.58441558441558
Monday,12668.6105263158,6029,11.6631578947368,762.50946,79.98947,8.96842105263158,1.49473684210526
Saturday,12949.7352941176,6029,-0.441176470588235,772.85004,100,10.4117647058824,1.05882352941176
Thursday,14049.2625,6029,17.1875,762.255,72.825,11.725,1.1125
Tuesday,18174.4358974359,6029,15.7564102564103,767.26666,69.25641,9.52564102564103,1.37179487179487
Wednesday,11773.5,6029,16.14,762.284,62.3,13.46,2.78
Friday,18570.2570215545,10611,9.12867406923579,762.3839,83.38406,10.6936642717178,1.3847158719791
Monday,18702.9146464646,10611,6.96414141414141,763.14764,80.573235,10.9954545454545,1.4050505050505
Saturday,13920.0415290231,10611,9.7239263803681,761.73846,79.089195,10.4369985842378,1.55639452571968
Sunday,10148.4631578947,10611,8.9781954887218,760.5617,76.30301,11.8887218045113,2.0796992481203
Thursday,18650.0980049003,10611,10.0035001750088,760.3432,78.94015,11.5943297164858,1.79068953447672
Tuesday,17431.777672956,10611,8.09716981132076,760.6036,78.87956,12.1399371069182,1.94842767295597
Wednesday,17171.088490284,10611,9.10762331838565,761.3107,74.59761,11.2191330343797,1.66726457399103
Friday,16784.5135058018,5362,8.29979075518357,764.94666,85.25404,10.4079322807685,1.13553357428191
Monday,15030.5015438538,5362,7.78552950012518,760.34937,79.41008,11.419594425436,1.51848451973629
Saturday,15153.9349680171,5362,4.08133701241691,764.6957,87.49078,10.5879844475103,1.15521133826665
Sunday,9130.30793976728,5362,9.22094455852156,765.19434,77.359344,11.3446269678303,1.93990417522245
Thursday,15890.3913043478,5362,9.33370864368612,759.66656,81.07596,12.874328771869,2.04737571453317
Tuesday,17310.5463699527,5362,6.19434095257275,762.5124,79.46461,12.4049944617863,1.75450609203504
Wednesday,14647.0354998543,5362,9.01568055960362,761.1558,78.586006,11.6210434275721,1.63684057126202
Friday,13748.8392512681,10743,8.34571693934415,762.2573,80.28149,11.3629349146246,1.68328927627349
Monday,13688.485756538,10743,8.83888542963885,762.2391,76.67162,11.6124688667497,1.71435242839352
Saturday,11763.2461771385,10743,8.4109008327025,760.9673,82.407875,11.3470098410295,1.61377744133232
Sunday,10037.0808259587,10743,8.89557522123894,764.7007,80.52551,11.5786135693215,1.59262536873156
Thursday,15175.3512984569,10743,8.86074520135491,760.2245,77.70162,11.6554761008656,1.66036883703425
Tuesday,14657.491356696,10743,9.14333759332751,761.9026,78.88942,11.5282168561243,1.51900181610278
Wednesday,15021.3615800135,10743,8.55258271438217,761.53796,77.14306,11.2164922349764,1.70121539500338
Friday,13549.9945276498,5736,13.0463709677419,763.5858,77.831795,13.5328341013825,1.5838133640553
Monday,14165.5681348933,5736,15.7164487267722,762.82275,74.743286,10.1510667584308,1.55402615278734
Saturday,11335.9307040177,5736,9.65130851455953,766.7405,85.5986,14.0235901216366,1.59343899741983
Thursday,15918.0522056904,5736,14.4526233359436,763.1455,76.230225,13.1119812059514,1.54320020882276
Tuesday,14536.9852991453,5736,13.0502564102564,763.24536,74.75761,10.1907692307692,1.18153846153846
