time,num_particles,cell_id,temperature,atm_pressure,humidity,wind_direction,wind_speed
1.0,19733.42923694779,102.0,2.482248995983936,761.72644,86.61149,11.402088353413653,1.3194377510040158
2.0,23750.665718188022,102.0,5.972911450034145,764.227,81.10016,12.641930343728658,1.3368996130207147
3.0,20181.585835876023,102.0,3.4140838284888386,755.6552,89.40035,11.45840693753011,1.2513248755419946
4.0,21414.13783269962,102.0,2.1688846641318125,759.91394,87.43298,10.453738910012676,1.1479721166032952
5.0,30704.788514548236,102.0,1.12312404287902,754.2864400000001,83.12557,9.364012251148543,1.0258805513016844
6.0,17146.753250872185,102.0,3.6923564858864575,754.4334,80.34401,11.978750396447827,2.0405962575325085
7.0,19687.10247109499,102.0,4.875009446081767,753.5609,75.46135,12.955716768684347,2.4275674450238043
8.0,23933.58268656716,102.0,5.198208955223881,761.54706,79.73210999999999,11.667036247334757,1.236673773987207
9.0,29815.006137865912,102.0,5.0396600566572225,762.8956,71.77951,11.204438149197355,1.1482530689329555
44.0,16877.125438596493,102.0,10.049122807017543,761.9789999999999,87.70351,12.902631578947368,1.5149122807017543
45.0,16098.789533560865,102.0,8.208191126279862,755.8923,83.1843,11.39476678043231,3.791808873720136
46.0,25210.737903225807,102.0,3.151209677419355,771.0328400000001,86.35887,8.903225806451612,1.0362903225806452
47.0,39438.07320349228,102.0,2.5292142377434517,757.7304,91.75151,13.411685695097379,1.089321692411014
48.0,32519.962245885767,102.0,-1.5198451113262343,770.4419,82.73185,7.394482090997096,1.1360116166505323
49.0,16550.40443686007,102.0,-1.9505119453924915,771.3237,88.546074,7.779863481228669,1.9180887372013649
50.0,26425.09963099631,102.0,-0.3102091020910209,775.1996,90.75596999999999,9.997047970479702,0.760639606396064
51.0,29746.919051112738,102.0,1.2981168989973098,769.6335,90.8399,10.938778837531588,1.1314909920926062
52.0,21265.742212993177,102.0,4.4704835360427175,755.52216,83.737564,11.55769801245921,1.449421536636013
1.0,16121.78345473465,386.0,1.8287200832466184,761.525,88.4948,10.566909469302807,1.192195629552549
2.0,18178.184083952776,386.0,6.126074916192975,764.7099,80.54307,9.781081475003644,1.394403148229121
3.0,13928.01653461936,386.0,3.1972671948558964,756.50885,89.90366,10.933631875071764,1.2327477322310254
4.0,19163.474399417617,386.0,2.3918951710749816,760.85767,87.68964,10.433875272991992,1.1206017956806598
